id,projectId,question,answer,sortOrder
e26c2eed-5e45-40fb-8d99-bf1dd7acefbf,d0e6ac5d-365e-4efb-87da-97f37581be3a,How can a unit be booked in DLF Privana North?,Units can be booked through authorized sales partners or directly via DLF’s official website.,1
e2f6f767-b278-4aa6-b846-fc1873e1333c,90c0031f-c707-4bed-b8f7-75f690c2b088,Where is Smartworld The Edition located?,"Smartworld The Edition is located in Sector 66, Golf Course Extension Road, Gurgaon.",2
e355debf-f305-477d-8dc9-d4fdd7488474,20e1a7ff-2d5a-4bb7-b658-2b0c95a02d42,What is the land area and how many towers are there?,"Max Estate 360 spans a land area of approximately 11.8 acres and features 6 residential towers. This includes 4 Max Estate Towers and 2 Antara Senior Living Towers, each designed for luxury and comfort.",4
e4806e89-4678-4358-ab1f-1b05fe476a85,ae24318b-3030-428a-94f6-c9c93e7789f6,Where is Adani Lushlands located?,"Adani Lushlands is in Sector 2, Gwal Pahari, Gurgaon, along the Gurgaon-Faridabad Road with direct access to Golf Course Road and Delhi NCR.",5
e4921ce8-4a6a-4e85-ab18-622cbb5725af,a0526302-80d5-40e4-ba4f-0e030521e651,What types of spaces are available at AIPL Joy District?,"Retail shops, food courts, a multiplex (PVR), and serviced spaces.",6
e5741d47-7d08-497b-8476-c6d0d1e6d048,8b6a09f7-9696-4811-ad43-bad1dea5f324,What is the starting price for homes at DLF Privana West?,"4 BHK residences start at ₹6.7 Crore, with penthouses up to ₹13.7 Crore.",1
e6bc75a7-2a13-455f-be87-1af4711cc912,4c17e492-2ed5-478e-82e3-2756706a85f9,What is the RERA number?,GGM/651/383/2022/126,5
e76af85a-2b22-463e-a924-c4b224574aea,a44c5240-3c6f-4c6a-96ee-8ac62af3511e,Is the project RERA approved?,"Yes, Puri Diplomatic Residency is RERA registered with number - GGM/787/519/14/2024",6
e78be7b7-3b28-4b80-ae08-615834e44a10,ead71e2f-5982-4c58-b243-5e9cd88d9fe9,What is the status of the project?,"As of 2025, the project is under construction with possession expected by October 2027.",6
e78d1606-f8ff-4e76-b951-6404a61b12a0,d9401432-af8d-41fc-8230-594a70cc2a98,What services does M3M Route 65 provide to support firms?,"Ample parking, ATMs, easily accessible pharmacies, low maintenance, and 100% power backup.",4
e8ce361d-97b2-43b8-9cd7-d5d0aff23912,20e1a7ff-2d5a-4bb7-b658-2b0c95a02d42,How many apartments are in the project?,There are approximately 885 premium units in the high-rise phase,3
edad25f8-e3a0-4397-b389-b612752f185a,165ef67e-ef7b-4dde-9a9b-817a92875500,What makes Elan Paradise unique?,"It features high street retail, entertainment, gourmet dining and modern architecture, offering superior visibility and footfall potential.",4
ee3acf7b-2b2b-4558-a65d-37790b1b4d57,165ef67e-ef7b-4dde-9a9b-817a92875500,Where is Elan Paradise located?,"Elan Paradise is located at Sector 50, Nirvana Country, Gurgaon.",3
ef5d7e74-121f-4dab-9e33-78cf0ab9840e,a0526302-80d5-40e4-ba4f-0e030521e651,Where is AIPL Joy District located?,"It is located in Sector 88, Gurgaon, on the Northern Peripheral Road, close to Dwarka Expressway and IGI Airport.",2
efd31d56-55cb-4322-a1bb-c57a5d775f98,9301a8cc-a2ab-4828-98a8-455229bd4beb,Who is the developer of Elan Empire?,"Elan Empire is developed by Elan Group, one of Gurgaon's leading developers in commercial real estate.",4
f0a28cfb-0b89-40e9-83e7-0c766488250b,c05bb44a-4d96-4c65-9703-923dd67a4b91,What amenities are provided?,"Amenities include a sky clubhouse, swimming pool, kids pool, sports facilities, multipurpose hall, gymnasium, modular kitchens, VRV air conditioning, 3-tier security, and landscaped green areas.",8
f2e9829a-75c7-4ba1-9c36-b52a3b20ce65,c9b9ee68-248e-48fb-ae77-1b082109a89c,Where is AIPL Autograph located?,"AIPL Autograph is at Sector 66, Golf Course Extension Road, Gurgaon, close to several premium residences and IT campuses.",2
f61bea12-cbd5-4de0-8274-c0579f9fa501,6abc2559-f9b4-4173-97fe-9b5e70f47bb1,Who are the developers?,"Hines Elevate is a joint venture between Conscient Infrastructure and Hines, with design by Spanish architect Ricardo Bofill.",3
f6d9f05d-d053-4121-a370-fde39d6bc0f0,ae24318b-3030-428a-94f6-c9c93e7789f6,When is possession for Adani Lushlands?,Possession begins in June 2029.,2
f6f8f42c-b0bb-4aa3-82ca-e5534200e610,7a117c0f-16eb-4536-a0a6-028271a06f3b,Is there a brochure available for Hero Homes The Palatial?,"Yes, the brochure is available for download from the official Hero Homes site.",3
f742d422-c0dc-4d7a-a6e2-bee72bd701ec,7a117c0f-16eb-4536-a0a6-028271a06f3b,What amenities and highlights does Hero Homes The Palatial offer?,"Hero Homes The Palatial offers a 7-star clubhouse, wrap-around balconies, multi-tier security, smart home automation, ample green space, and exclusive parking facilities.",4
f7538bc5-4d6f-438d-a58d-68da592b6741,8853edc1-08b4-4512-b7d8-5e10800896fe,What is the possession date for Trevoc Royal Residences?,Possession is expected by February 2030,2
f79c37ff-be03-4e94-8383-acea53edd657,6abc2559-f9b4-4173-97fe-9b5e70f47bb1,What are the major amenities?,"Amenities include a British-style clubhouse, temperature-controlled swimming pool, gym, rooftop gardens, banquet halls, and advanced security.",4
fa155140-3ff9-47c6-b8d2-31ee4785e8e3,049251cb-0089-4e71-8624-88c23074f082,What amenities does Sobha Aranya offer?,"Residents enjoy a 75,000 sq.ft clubhouse, Olympic pool, healing gardens, sports courts, security, zen-themed spaces, co-working, and more.",2
fadabf4a-8df6-4f39-9e74-4abec65e72ac,2a2c45d5-0f68-459c-a286-0509b7bb6073,How large is M3M Golf Hills and what is offered?,"M3M Golf Hills is spread across 55+ acres with 17 to 26 towers (sources vary) and offers golf-view 2.5, 3.5, and 4.5 BHK apartments and penthouses.",4
fc39e9ce-c3e3-494b-8bd0-da134cdaf857,982ed68a-ba24-4226-b101-01e7f90de70a,How many SCO plots are available?,There are 75 premium SCO plots available in the project,1
fd0b748f-7e9c-4b30-9d26-22a69da43a61,a9fb2cee-4190-4f2f-9940-8be2199e38e3,Who is the developer?,DLF Limited.,1
fe6e3ab6-d152-4369-91db-163ecc82e963,0ef5cdef-6f02-4591-a386-553534d6cce0,What is the size of a typical unit?,Approximately 1702 sq.ft (carpet area) for standard floors.,3
fea30cf2-916b-4d76-bc72-ee893010dac2,728db93d-8501-488a-a01b-8917095530a1,Is the project RERA registered?,"Yes, Smartworld Skyark is RERA approved: GGM/878/610/2024/105.",3
ff2d2a68-6ef2-41eb-8211-ce3fd5133ae6,f9b16292-de07-471d-9d9c-d9f92bd44692,Where is Smartworld One DXP located?,"Smartworld One DXP is located in Sector 113, Gurgaon, right along the Dwarka Expressway. It offers excellent connectivity to IGI Airport, Delhi’s Diplomatic Enclave, and major business hubs in Gurgaon.",2
ff44ade5-19b6-494c-acbb-f8608e7bc424,6b799d00-5a0b-4a72-be56-4bd7c78352b0,What amenities are available in Tarc Ishva Gurgaon?,"Amenities include clubhouse, spa, gym, swimming pool, jogging track, play area, indoor games room, car parking, and 24x7 security with CCTV.",7
